enhancer_constituent_id,chrom,start,end,Class,Esrrb,Klf4,4-Oct,Sox2,Nanog,OSN,Stat3,Smad3,Tcf3,Prdm14,Tcfcp2I1,Nr5a2,Med1,H3K27ac,H3K4me1,H3K4me3,H3K9me3,Med12,p300,Pol2,CBP,Lsd1,Brg1,Brd4,Smc1,Nipbl,Mi2b,CHD7,HDAC2,HDAC,Dnase,Tbx3,Smad1,Kap1,Ronin,Zfx,CTCF,Tfe3,cMyc,CDK8,CDK9,pct_AT,pct_GC,phastCon_verti,phastCon_placental,phasCong_Average,Ell3,TET1,Aff4,Ring1B,CapH2,REST,Utx,Ell2,SA2,TBP,CTR9,Spt5,BioYY1,SA1,Rad21,MCAF1,SetDB1,Smc3,TET2,Wdr5,NcoA3,Atrx
INT_STITCHED_5105_0,chr10,77722255,77722972,TE,0.3264,0.5461,2.051,0.7815,0.8133,1.215266667,0.2903,0.4119,0.5203,2.7646,35.7696,0,0.5342,1.4985,1.1474,1.0869,0,1.2491,0.4542,0.2823,1.4933,1.1128,0.3834,0.6773,0.2131,0.2653,0.4655,1.3232,0.5078,0.2225,1.4235,0.2556,0,0.3144,0.3222,0,0,0,0.171,0.7058,0.9678,0.546722,0.453278,0.125685,0.12569,0.1256875,0.7314,1.1065,0.223,0.2804,0,0.2001,0.2618,0,0.7844,0.0283,0.1237,0.1814,0,0.0894,0.3128,0,0,0.0653,0,0.0025,0.0086,0.129
INT_STITCHED_4912_0,chr10,26357287,26357851,TE,0,0.0423,1.295,0.4972,0.5948,0.795666667,0.0087,0.6746,0.1635,0.0593,0,0,0.2509,0.5714,0,0.2761,0.4615,1.085,0.3698,0.2286,0.0657,0.4058,0.0632,0.4795,0.0688,0.1659,0.7946,0.3557,0.2721,0.2883,0.1341,0,0.1463,0.0719,0,0.2253,0,0,0,0.5294,0.255,0.578014,0.421986,0.957973,0,0.4789865,0.4582,0.0739,0.0992,0.0314,0.1887,0,0,0,0.122,0,0.2238,0.182,0,0.0371,0,0.0728,0.081,0,0.0601,0,0,0.1564
INT_STITCHED_5671_0,chr11,88793031,88793501,TE,21.9258,0.098,3.9555,1.9542,1.4443,2.451333333,0.4407,2.3727,0.9496,4.7744,1.2062,1.6001,5.3796,1.3389,0.2582,0.5423,0.4366,3.6536,0.5783,0.9081,1.0279,3.1507,1.2111,2.0605,0.7277,0.9682,2.1853,2.2357,1.5241,0.9933,4.3579,0.3292,0.8958,0.0375,0,0.7057,0,0,0.4832,2.5759,2.1283,0.52766,0.47234,0.0513931,0.0513931,0.0513931,1.8128,0.8348,0.775,0.9172,0.4521,0.1883,1.0308,0,1.1367,0.1785,0.2271,0.5904,0.5361,0.5769,0.3721,0.1535,0.2425,0.4647,0.5109,0.2893,0,0
INT_STITCHED_6155_0,chr12,105485657,105486168,TE,0,0.4411,2.2939,1.4972,3.1558,2.315633333,1.1367,0.7845,1.6474,18.6296,1.9638,0.1107,0.3167,0.2131,0.5088,0.0277,0,1.1487,0.3677,0.2153,0.7731,1.1052,0.2035,0.8985,0.5189,0.2926,0.7423,0.8499,0.8783,0.6917,0.3259,0.0082,0.4924,0.1524,0.0758,0.2038,0.2979,0.0155,0,1.3615,0.7535,0.542074,0.457926,0.0485166,0.0485166,0.0485166,0.4495,0.033,0.3542,0.0944,0.4709,0,0.3326,0,0.0994,0.9726,0.1102,0.2186,0.1416,0.1023,0,0.2157,0.2064,0.1784,0,0.1819,0.1337,0.1148
INT_STITCHED_3920_0,chr8,3414572,3415475,TE,1.7112,0.1252,1.9727,0.8925,1.0392,1.301466667,0.258,0.8827,1.0408,1.1398,0.3529,0.0449,0.9264,0.7471,1.497,0.3989,0.033,0.7073,1.2351,0.2844,1.4719,1.4543,0.4906,0.6261,0.5165,0.4791,0.9103,0.9424,0.5372,0.7819,0.2075,0.2488,0.1229,0.1873,0.2193,0.2879,0,0.1382,0,1.4312,0.8007,0.521595,0.478405,0.0875268,0.0875285,0.08752765,0.2708,0.7883,0.3011,0.4735,0.0305,0.6107,0.441,0,0.3066,0.0417,0.4007,0.2569,0.9319,0.6862,0.1956,0.2073,0.309,0.2493,0.0975,0.3271,0.2652,0
INT_STITCHED_818_0,chr2,33333723,33334564,TE,0.0881,0,3.6942,4.6921,2.388,3.591433333,0,0.4936,0.1509,0.0395,0.9799,0.4746,0.4872,0.6488,0.8072,0,0,0.3703,0.5803,0.262,0.333,0.9835,0,0.4568,0.073,0.0488,0.5698,0.7397,0.8868,0.3895,0.7301,0,0,0.17,0.033,0,0.0607,0,0,0.8414,0.4653,0.545779,0.454221,0.156669,0.15667,0.1566695,0.6109,0,0.0916,0,0,0,0,0,1.0251,0.1619,0,0,0,0,0.2113,0,0,0,0,0,0,0.2301
INT_STITCHED_2306_0,chr4,142891686,142892552,TE,3.9653,0,2.4687,1.7878,2.0018,2.0861,0.3064,1.6699,3.1349,19.2638,0.2823,0.54,1.4876,0.4305,0.6131,0.942,0,1.9731,8.1308,0.3303,2.8421,2.0683,0.4321,1.2236,0.7989,0.7611,1.2528,1.144,1.4626,0.6953,1.0685,0.2988,0.352,0.1629,0.1356,0.1491,0,0.1042,0,0.5764,0.5755,0.483834,0.516166,0.145934,0.145936,0.145935,0.5194,0.1471,4.2015,0.4695,0.483,0.111,0.1116,0,0.8358,0.4552,0.2318,0.2755,0.1792,0.0014,0,0.0134,0.08,0.3172,0,0.0751,0.6272,0.2946
INT_STITCHED_4635_0,chr9,72505560,72506130,TE,0,0.3721,1.0049,0.558,1.665,1.075966667,0,0.1313,0.9195,0.7753,0.1105,0.038,0.335,0.2534,1.3439,0,0,0.4595,0.1098,0,0.2247,0.6059,0.1541,0.7615,0.0416,0.0049,0.508,0.8506,0.4154,0.4389,0.955,0.4771,0.1242,0.2559,0,0.4904,0,0.0247,0,0.6888,0.4032,0.568421,0.431579,0.210577,0.21058,0.2105785,0.2337,0.2441,0.1248,0.0256,0.0182,0,0.6951,0,0.4134,0,0.0587,0.1602,0,0.1907,0,0.1016,0.08,0.1405,0,0.1186,0,0.1837
INT_STITCHED_7729_0,chr17,26732865,26734375,TE,1.5879,0.3441,1.108,0.5327,1.2491,0.963266667,0.2086,1.3296,0.12,10.3219,0.2299,0.0089,3.5335,4.5626,0.9214,0.3325,0,3.3701,5.1304,0.0067,2.6625,1.4733,0.2631,1.1467,0.4748,0.4943,1.244,0.9943,0.326,0.1739,1.0132,0.0761,0,0.0698,0.3824,0.0787,0,0,0,1.4298,1.2083,0.474172,0.525828,0.112773,0.1006,0.1066865,1.1799,0.0509,0.8344,0.0251,0.7057,0.073,0.4277,0,0.3567,0.6465,0.4452,0.1355,0.3369,0,0.0593,0.2632,0.2631,0.2053,0.0454,0,0.0845,0.0725
INT_STITCHED_7774_0,chr17,33493774,33494196,TE,0,0.0544,1.1597,0.835,1.1657,1.053466667,0,0.2772,0.1929,0,0.0245,0.1293,0.0992,0,0.8295,0.0609,0,0.0915,0.0852,0,0,0.1264,0,0.0872,0,0,0.0928,0.0126,0.3196,0.0272,0.253,0.1522,0.2301,0.0729,0,0,0,0,0,0.3925,0.0474,0.627962,0.372038,0.4827,0.482702,0.482701,0.2772,0,0,0.1836,0.0187,0.156,0,0,0,0.0307,0.0108,0.0198,0,0,0,0.0232,0.1173,0.1227,0.1629,0,0,0
INT_STITCHED_4794_0,chr9,119900321,119900933,TE,0.0817,0,1.6551,2.6576,4.8164,3.043033333,0,0.5871,1.6943,10.4741,0.1577,0.1481,0.575,0.0384,0.7022,0.6418,0,0.8308,2.4423,0.1036,0.5824,0.7213,0.3153,0.7131,0.1445,0.191,0.4391,1.6223,0.8034,0.3049,1.6763,0.9075,0.2849,0.0966,0.1852,0.1385,0,0.1102,0,0.7975,0.1271,0.535948,0.464052,0.0794184,0.138946,0.1091822,0,0.4384,0.8065,0.5595,0.5454,0.3879,0.9351,0,0,0.6318,0.1721,0.1673,0,0.0135,0,0.127,0.1099,0.0107,0,0.1632,0,0
INT_STITCHED_8751_0,chrX,142267572,142267937,TE,0,0.2606,0.9548,1.0114,1.0029,0.9897,0,0.0416,1.1949,0.0461,0,0.0912,0,0,0,0,0,0.2008,0.0424,0,0.6523,0.1801,0,0.1044,0.0667,0.0446,0.0797,0,0.1236,0.1251,0.3373,0.0058,0.2884,0.1483,0,0,0,0.015,0,0.3336,0.2212,0.605479,0.394521,,,0,0.1419,0.3249,0.1343,0.0172,0,0,0.1077,0,0,0,0.0014,0.0576,0,0,0.1347,0.048,0.0783,0,0,0.1204,0,0.1748
INT_STITCHED_6234_0,chr13,9141603,9142191,TE,0.6664,0.2797,0.5647,0.5418,2.4278,1.1781,0.2075,0.4962,1.2562,2.0004,0.2217,0.4628,0.4976,0.1459,0.7705,0.0409,0,0.5891,0.4937,0.2472,0,0.9493,0.2802,0.5976,0.4334,0.2136,0.8113,1.4309,0.8241,1.2118,1.131,0,0.2598,0.1209,0,0.5739,0,0,0.3162,0.8659,0.4467,0.564626,0.435374,0.0279971,0.0279971,0.0279971,0.2918,0.4199,0.2904,0.4462,0.2168,0,0.3661,0,0.128,0.2718,0.2754,0.1548,0.3391,0.511,1.3318,0.1594,0.2145,0.0268,0.3211,0.1813,0.4794,0
INT_STITCHED_4859_0,chr10,17318918,17319488,TE,0,0.3788,0.4437,0.6322,1.4205,0.832133333,0.3543,0.2901,0.2879,0.4871,1.7375,0,0.2483,0.398,0.6578,0,0,0.4821,0.5534,0.6296,0.9309,0.5688,0.3122,0.3007,0.1189,0.1335,0.3482,0.6468,0.6839,0.3249,1.0777,0.218,0,0.0688,0.2656,0.0678,0,0.0522,0.6786,0.651,0.421,0.601754,0.398246,0.237464,0.237464,0.237464,0.2407,0.3373,0.1255,0.2856,0.1926,0.294,0.0499,0,0,0.0972,0.2037,0.2588,0,0.2812,0,0.1316,0.2328,0.2473,0,0.1901,0,0.0699
INT_STITCHED_5410_0,chr11,28580224,28580606,TE,0,0,0.7852,0.9021,0.6414,0.776233333,0.0636,0,0.4535,0.1809,0.1772,0.0746,0.1478,0,0.2479,0,0,0.2202,0,0,0.0311,0.2326,0,0.162,0.0989,0.1388,0.4612,0.339,0.1253,0.0698,0.2998,0.1304,0.001,0.209,0,0,0,0,0,0.1564,0.1251,0.575916,0.424084,0.00962014,0.00785402,0.00873708,0.6383,0.0968,0.0755,0.2065,0.3632,0,0.293,0,0,0.0326,0.1314,0.0323,0,0,0,0.1905,0.235,0.045,0.5312,0.244,0,0.0238
INT_STITCHED_4000_0,chr8,29014074,29014829,TE,2.3939,0.1236,1.5907,1.9993,2.4913,2.0271,0.1632,1.3442,5.7463,0.3891,0.3087,0.172,0.3022,0.1302,0.4977,0,0.3237,0.6521,0.1551,0,1.7734,0.7319,0.4451,0.3112,0.5155,0.5492,0.9032,0.721,0.3335,0.7073,0.3338,0.2254,0.2287,0.1732,0,0.1198,0.1725,0,0.1454,0.4256,0.5234,0.596026,0.403974,0.0489901,0.0493915,0.0491908,0.3585,0.7931,0.3848,0.2246,0.2795,0.3576,0.4516,0,0.1294,0.3722,0.1941,0.2565,0,0,0,0.2456,0.1548,0.1186,0,0.1642,0,0
INT_STITCHED_4565_0,chr9,60273970,60274382,TE,0,0.7413,1.1733,0.5114,2.7546,1.479766667,0.1421,0.4179,0.2415,0.1933,0.133,0.1503,0.0651,0,0.2112,0,0,0.0685,0.0368,0,0.9319,0.4159,0.074,0.1232,0.0478,0,0.4391,0.3105,0.1127,0.065,0.1276,0.3792,0,0.0296,0,0.1499,0,0,0,0.265,0.1856,0.526699,0.473301,0.0478287,0.0478302,0.04782945,0,0,0.0736,0.1423,0,0.2316,0.1717,0,0,0,0.0469,0.1104,0,0,0,0.0137,0.1304,0.1896,0,0.1412,0.057,0
INT_STITCHED_7662_0,chr17,7096524,7097257,TE,0.4113,0.1451,1.1319,0.7257,1.3973,1.084966667,0,0,0.303,14.0813,0.2021,0.2773,0.1552,0,0.8472,0,0,0,1.3783,0,0.3528,0.5797,0.023,0.1522,0.8569,0.1596,0.06,0.9038,0,0,1.8755,0.2559,0,0.1218,0.4157,0,0,0,0,0.0462,0,0.489768,0.510232,0.0793552,0.0793564,0.0793558,0.2562,0,0.5693,0.1609,0.1774,0,0.2734,0,0.2023,0.1975,0,0,0,0,0.5039,0,0,0,0,0,0,0.0345
INT_STITCHED_5827_0,chr11,117462204,117463098,TE,1.6891,0.452,1.3745,0.9424,0.9639,1.0936,0,1.3973,0.3487,3.3075,0.262,0.0913,2.2083,1.2599,1.1242,0.2116,0,1.7707,4.387,0.0043,1.7641,1.514,0.7828,2.9174,1.2159,0.7412,0.8223,0.5014,0.4956,0.8665,0.2919,0.1286,0.1256,0.1391,0.5155,0.2366,0.2858,0.0878,0,1.4847,1.2395,0.455257,0.544743,0.0504151,0.0504151,0.0504151,0.4181,1.4933,1.7943,0.2848,0.2639,0.7702,0.4935,0,0.2374,0.4083,1.4907,0.1923,0.0567,0,0.8289,1.1568,1.1684,0.2599,0.8178,0.6259,0.2847,0.1071
INT_STITCHED_8154_0,chr18,42523773,42524323,TE,1.9851,0.6772,1.0506,0.4792,1.4372,0.989,0.3298,0.8563,0.5504,1.1878,0.4358,0.8584,0.616,0.0093,1.2431,0,0,0.4717,0.297,0.038,0.9934,0.8504,0.4631,0.4344,0.0832,0.3147,0.9015,0.8449,0.4472,0.3024,0.8541,0.0502,0.5807,0.2168,0.1905,0.5475,0,0,0,0.5653,0.5255,0.523636,0.476364,0.0691377,0.0691383,0.069138,0.2598,0,0.1647,0.3828,0,0.5623,0,0,0.186,0.0489,0.4041,0.2901,0,0.0419,0.2313,0.2488,0.2107,0.3948,0.0211,0.1264,0,0.1375
INT_STITCHED_7716_0,chr17,23739864,23740605,TE,0.4715,0.1167,0.52,0.6324,0.7623,0.638233333,0.5287,0.2451,0,0.427,0.4268,0.1397,0.9491,1.7833,0.8017,0.9663,0.1033,0.8395,2.2685,0.968,0.2802,0.9698,0,2.3433,0.2479,0.3221,0.4074,1.0597,0.562,0.2994,0.8697,0,0,0.1158,0.1604,0,0.557,0.1244,0.0363,1.0695,0.9315,0.518219,0.481781,0.234233,0.0851701,0.15970155,0.7871,0.7445,5.0907,0.133,1.0869,0.1017,0.1261,0,0,1.2831,0.6629,0.1746,1.4776,0.2038,0,0.2362,0.4191,0,0,0.0557,0,0.2616
INT_STITCHED_450_0,chr1,137113999,137114858,TE,2.9154,4.2288,1.655,2.2881,2.7352,2.2261,0.0678,1.8387,0.9803,2.1506,2.6133,0.4924,2.6852,3.3167,0.7441,0.1369,0,2.7943,7.6147,0.099,2.5166,3.5226,2.7897,2.3602,1.6771,1.1388,1.5709,1.2169,1.6343,0.447,1.0848,0.1585,0.0098,0.1765,0.5321,1.8654,0,0.0077,0,2.2974,1.9635,0.463329,0.536671,0.0964377,0.0839491,0.0901934,1.3018,2.0762,1.1364,0.9916,1.0845,0.7466,1.233,0,0.897,0.9896,0.9976,0.5587,0,0,0.5772,0.4687,0.4046,0.5096,0,0.0361,0.9813,0.3087
INT_STITCHED_1860_0,chr4,14800375,14800864,TE,0,0,1.0902,0.8171,1.5924,1.166566667,0,0.2646,0.6864,1.0896,0.0587,0,0.0322,0,0.2615,0,0,0.0314,0.1114,0,0.0704,0.2849,0,0.0746,0.0989,0.1187,0.4434,0.1694,0.4004,0.2961,0.1315,0,0.3178,0.2554,0,0,0,0.0058,0,0.2767,0.0621,0.586912,0.413088,0.146667,0.146667,0.146667,0,0,0.0688,0.0245,0,0,0.1196,0,0,0.0249,0.0341,0.0672,0.1288,0,0,0,0.0653,0,0,0.017,0,0
INT_STITCHED_6170_0,chr12,107377959,107378570,TE,14.9937,0.8683,1.7189,0.9407,0.8807,1.1801,0.505,0.8783,0.5677,5.0731,0.2978,0.2297,2.8694,0.7987,0.5424,0.2566,0,2.3419,2.4829,0.2049,4.5092,3.0919,1.0932,1.6501,1.3207,0.793,1.3986,0.7754,1.3001,0.4561,1.2175,0.1267,0.4138,0.0654,0.853,0.2589,0.4178,0.1302,0,1.5839,1.9148,0.461538,0.538462,0.0716655,0.0679551,0.0698103,1.1895,1.2729,1.3831,0.6106,0.3551,0.4807,0.2334,0,0,0.9087,1.4404,0.6101,0.2889,0,1.2742,1.1285,1.198,0.3215,0.9107,0.4991,0.889,0.3751
INT_STITCHED_3192_0,chr6,85182073,85182426,TE,1.2541,0.0221,1.3274,0.5871,0.7998,0.904766667,0.1554,0.5856,1.0454,0.9188,0,0,0.9984,0.7077,0.4494,0.4245,0,1.6552,4.145,0.1194,1.5578,2.3339,0.8336,0.7926,1.3493,1.0928,1.2878,0.7481,1.1862,0.1316,0.3686,0,0,0.2191,0.7196,0,0,0.1415,0,0.8204,0.5788,0.433428,0.566572,0.380153,0.380537,0.380345,0.5074,1.4214,0.1496,1.5004,0,2.0985,0.7572,0,0,0,0.6063,0.5523,0.5884,0,0,0.3229,0.1775,0.3004,0.6794,0.5343,0.6964,0.0475
INT_STITCHED_8026_0,chr18,12544109,12544667,TE,0.3633,0.1138,1.072,1.1435,2.1731,1.462866667,0,0.3925,0.1818,1.8573,0,0,0,0,0.0029,0,0,0.1107,0,0,0.2474,0.5415,0.6439,0,0.0369,0.1133,0.237,0.1896,0.0577,0.0989,1.5091,0.2402,0,0.2296,0,0,0,0.0862,0,0.0979,0.1751,0.516129,0.483871,0.0462499,0.0462499,0.0462499,0.2269,0,0.1614,0.283,0.159,0,0,0,0.4406,0.0916,0,0.0129,0,0,0,0,0,0,0,0,0,0.0873
INT_STITCHED_828_0,chr2,35105621,35106099,TE,0,0.0436,0.4869,1.4538,2.0937,1.3448,0.3231,0.5259,1.3302,1.6694,0.2975,0.0888,0.2165,0.2245,0.5714,0,0,0.323,1.2751,0.1046,0.3062,0.793,0.482,0.1934,0.3222,0.3263,0.4387,0.2246,0.9755,0.0858,0.0643,0,0.7291,0.1238,0,0.0825,0,0,0,0.4846,0.1914,0.523013,0.476987,0.41744,0.41744,0.41744,0.3427,0.3414,0.42,0.234,0.0319,0.3045,0.3495,0,0.4106,0.2267,0.1353,0.1787,0,0,0,0.0554,0.2355,0.2456,0,0.1769,0.2947,0
INT_STITCHED_5956_0,chr12,41779429,41780038,TE,0,0.4347,2.924,3.2436,4.9876,3.7184,0.2293,0.7191,0.9428,2.9003,0,0.053,0.1623,0,1.0565,0,0,0.7551,1.3386,0.2441,2.0213,1.209,0,0.4124,0.4001,0.5326,1.057,1.767,1.6471,0.9804,1.489,0.0582,0.0696,0.1181,0,0,0,0.0439,0,0.8111,0.6782,0.587849,0.412151,0.0935827,0.0935882,0.09358545,0.7861,0,0.1797,0.0253,0.319,0.0109,0.3522,0,0.3848,0.4754,0.1422,0.0781,0,0.0134,0.6264,0.1496,0.0584,0.086,0.4028,0.0971,0,0
INT_STITCHED_8652_0,chrX,69574166,69574751,TE,0.1911,0.4165,2.8491,2.8586,6.2577,3.988466667,0.5031,0.6899,2.1122,19.9823,0.5967,0.1607,0.0237,0,0.3822,0,0,0.3532,0.335,0.0756,0.4137,0.5615,0.0031,0.2339,0.2019,0.2263,0.3359,0.8431,0.2187,0.1484,0.4495,0.3681,0.2118,0.1121,0,0.3358,0,0,0,0.3954,0.1244,0.582906,0.417094,0.0235708,0.0238515,0.02371115,0.1911,0.0297,0.0609,0.0451,0.0148,0.1902,0.5127,0,0.5147,0.1663,0.0842,0.0235,0,0,0,0.0141,0.0601,0,0,0,0,0
INT_STITCHED_6414_0,chr13,54254380,54255276,TE,0.4649,0.1895,3.1907,2.0114,4.0139,3.072,0.0175,0.9239,2.8891,1.5724,0.0539,0,0.5047,0.4734,0.8094,0.5247,0,1.1306,0.9815,0.163,1.1238,1.2317,0.5583,0.7465,0.2425,0.3992,1.2624,1.6102,0.9291,0.7287,0.8356,0.2206,0.6405,0.1398,0.0705,0.2528,0,0.0271,0,1.295,0.5466,0.553571,0.446429,0.150188,0.150189,0.1501885,0.7592,0.9268,0.5492,0.1884,0.2964,0.5168,0.5862,0,1.073,0.2998,0.1194,0.2696,0,0,0.1752,0.1246,0.1106,0.2056,0.1864,0.2239,0,0.1185
INT_STITCHED_6010_0,chr12,59652118,59652904,TE,0,0.2122,0.5939,0.8456,2.5608,1.333433333,0.3613,0.2823,2.6947,0.6382,0.0961,0.0349,0.0971,0.0135,0.5532,0,0,0.1214,0.061,0.0581,0.1862,0.2116,0,0.1425,0,0,0.1577,0.4607,0.0795,0.415,0.6967,0.1048,0,0.1941,0.0816,0,0,0.0289,0,0.1737,0.1638,0.589059,0.410941,0.263955,0.263955,0.263955,0.1012,0.177,0.132,0.1692,0,0,0.1091,0,0.0709,0.0228,0.2345,0.0725,0,0.0863,0,0.0376,0.0772,0.0838,0,0.1262,0,0
INT_STITCHED_6654_0,chr14,8641601,8642239,TE,0.4252,1.0529,0.8558,1.1617,2.7786,1.5987,0.0868,0.5169,2.3115,1.5718,0.2401,0,0.566,0.661,0.5578,0.1664,0,0.9374,2.2043,2.9842,0.7105,0.9349,0.5219,0.8436,0.318,0.4553,0.8405,1.3863,0.3259,0.2502,2.189,0,0.5036,0.125,0.2024,0.1428,0,0,0,0.7148,0.5108,0.534483,0.465517,0.121982,0.121982,0.121982,0.4929,0.1653,0.0578,0.3228,0.0597,0.1793,0.3572,0,0.6751,0.1685,0,0.0388,0,0.4321,0.2401,0,0.0012,0.2654,0.353,0,0,0
INT_STITCHED_417_0,chr1,133808795,133809368,TE,0,0.6007,1.1874,0.9592,3.39,1.845533333,0.1609,0.2602,0.3666,1.3902,0.1307,0.077,0.2897,0.323,0.5085,1.502,0,0.5808,0,2.3385,0.9539,0.6788,0.22,0.3716,0,0.152,0.416,0.3745,0.3167,0.4413,0.3175,0.2045,0.1827,0.1321,0.0342,0,0,0,0,0.462,0.6338,0.588133,0.411867,0.00598413,0.00598413,0.00598413,0.1947,0.3012,0.0664,0.1667,0.8605,0,0.1748,0,0.3003,0.4484,0.1028,0.4101,0.9981,1.1342,0,0.104,0.1264,0.1798,0.0629,0.0494,0,0
INT_STITCHED_3306_0,chr6,112988039,112989175,TE,1.8114,0.5768,1.4551,0.4634,0.849,0.9225,0.5318,1.606,0.2872,1.6623,0,0.4198,2.1304,1.2689,0.5928,0.6905,0,2.2826,2.6289,0.5377,2.0429,2.1732,0.6182,1.341,0.8925,0.7845,1.4153,1.8019,0.805,0.523,1.6302,0,0.1092,0.1782,0.2137,0.6829,3.5265,0.1197,0,1.3533,1.904,0.546655,0.453345,0.0784226,0.0784226,0.0784226,1.0672,1.1415,0.2223,0.4702,0.1176,0.0112,0,0,0.6335,0.1577,2.6433,0.5843,0.0602,0.0315,0.3425,2.8559,1.9021,0.2883,0,0.3192,0,0
INT_STITCHED_1716_0,chr3,124308762,124309628,TE,1.1018,0.1278,4.0148,4.4045,4.4214,4.280233333,0.0612,1.2725,1.6076,2.4223,0.1166,0.2192,0.3213,0.0068,0.5,0.2996,0,0.8309,0.446,0.0454,1.7748,0.7142,0.3031,0.7776,0.2813,0.3121,1.1418,2.0585,0.6292,0.4845,0.9294,0.2717,0.4814,1.00E-04,0,0.2728,0,0.0881,0,0.6981,0.3842,0.637413,0.362587,0.154425,0.154426,0.1544255,0.4805,0.1973,0.0055,0.1977,0.1683,0,0.7277,0,0.3931,0.4501,0.1429,0.1868,0.1611,0,0,0.2246,0.1387,0.0599,0.1228,0.051,0,0.0442
INT_STITCHED_4873_0,chr10,18927473,18928541,TE,3.0998,0.6653,2.7521,3.3328,1.6258,2.570233333,0,2.3348,0.8191,1.2026,0,2.2613,0.6767,0.3415,0.3137,0.978,0,1.8125,6.3369,1.0263,2.1921,1.8717,1.2261,2.2373,0.5694,0.7614,1.1736,3.2914,0.9344,0.3932,2.2107,0.1532,0.2264,0.0378,0.1509,0.1039,0,0.0781,0,1.3073,0.9456,0.618914,0.381086,0.0381498,0.0381498,0.0381498,0.8884,0.5763,0.385,0.224,0.2027,0.464,0.4657,0,1.0648,0.3513,0.4501,0.1998,0,0.178,0,0.0787,0.0178,0.0589,0,0.0027,0,0
INT_STITCHED_1490_0,chr3,36404661,36405026,TE,0,0.147,0.8546,1.6853,1.0872,1.209033333,0.093,1.2686,1.0984,0.3226,0,0,0.3533,0.1915,0.3354,0.1882,0,0.9784,1.2592,0.4627,0.4575,0.8703,0.6308,0.4684,0,0,0.3634,0.0351,0.1437,0.1643,0.1674,0.125,0.118,0.0728,0.0917,0.2096,0,0.1469,0,0.6778,0.4648,0.561644,0.438356,0.150698,0.140902,0.1458,0.0387,0,0,0.1487,0,0.1656,0.0778,0,0,0.205,0.1578,0.3444,0,0.0122,0,0.0223,0.0414,0.2219,0.4388,0.0498,0.0331,0
INT_STITCHED_6252_0,chr13,16785892,16786544,TE,2.021,0.5544,0.6559,0.796,1.9616,1.137833333,0.0222,0.5088,0.3861,0.9877,0.8126,0.4233,0.2043,0.0779,0.7845,0,0,0.1479,0.4482,0.0106,0,0.6565,0.4438,0.3836,0.2915,0.2377,0.7811,0.4453,0.7715,0.2249,0.2605,0.0265,0.0817,0.0902,0.0814,0,0,0,0,0.3504,0.2548,0.608896,0.391104,0.323615,0.246659,0.285137,0.3592,0,0.0715,0.0418,0.0842,0,0.1833,0,0,0.0051,0.1698,0,0.0696,0,0.2945,0.0409,0.1121,0.1045,0.171,0.0395,0,0.1457
INT_STITCHED_4742_0,chr9,109774888,109775365,TE,0,0,1.1588,0.5535,0.7274,0.813233333,0,0.0932,0.8123,0.2192,0,0,0.1409,0.9356,0.842,0,0,0.1261,0.1372,0,0.1022,0.3183,0,0,0.0541,0.2909,0.397,0.6926,0.4377,0.3709,0.3518,0.3244,0,0.1907,0.0842,0.1548,0,0.0967,0,0.1372,0.2387,0.566038,0.433962,0.174094,0.174095,0.1740945,0.076,0,0.1621,0,0,0,0.0662,0,0.4159,0.2026,0,0.1747,0,0,0,0,0,0,0,0,0,0
INT_STITCHED_7989_0,chr17,91394602,91395330,TE,0.1479,0.0036,1.3628,0.8298,1.1112,1.101266667,0.0486,0.7125,0.3203,0.0151,0.3558,0.2178,0.1821,0.2186,0.8349,0.109,0,0.3734,0.3308,0,1.2885,0.5046,0.4457,0.2862,0.1353,0.2419,0.6535,1.5615,0.6922,0.2296,0.9007,0,0.2517,0.0431,0.1452,0,0,0,0,0.3251,0.1428,0.625,0.375,0.394721,0.426707,0.410714,0.2855,0,0.13,0.1324,0.5857,0.1949,0.4489,0,0.2753,0.746,0.1321,0,0,0,0,0.0242,0.0017,0.0841,0.1446,0.0032,0,0
INT_STITCHED_3894_0,chr7,148026799,148027562,TE,0.4581,1.2229,2.236,0.7907,0.8402,1.288966667,0.9494,0.6985,0,9.4841,0,0,0.6654,0.1279,0.4333,0.0327,0,1.5778,2.2867,0.3277,3.361,1.3031,0,1.2374,0.5883,0.4819,0.6162,1.0642,0.3648,0.5705,1.6212,0.0732,0,0.2111,0.6367,0.2045,0,0.0177,0,1.1825,0.9159,0.474443,0.525557,0.178909,0.178915,0.178912,1.0766,0.5153,1.1212,0.57,0.3809,0.5898,0.3667,0,0.3747,0.6919,0.1054,0.0443,0.0745,0,0,0,0.1386,0.2267,0,0.0381,0.3053,0.0821
INT_STITCHED_3753_0,chr7,115339695,115340393,TE,0,0,1.3833,1.6761,2.1521,1.737166667,0,0.6158,0.7274,1.5333,0.0396,0,0.286,0.0434,0.1783,0.2245,0,0.465,0.4531,0,0.1316,0.7777,0.5218,0.4776,0.1972,0.2558,0.4411,1.4104,0.1929,0.0741,0.6664,0,0.1172,0.1201,0,0,0,0.0191,0,0.5052,0.4643,0.616046,0.383954,,,0,0.2074,0.1758,0.1418,0.0399,0.1452,0,0.1053,0,0,0,0.1459,0.0782,0,0.0481,0,0.0424,0.1728,0.2895,0,0.158,0.0695,0.0148
